6.19971047195046E+17,negative,"If these runway renovations at the airport prevent me from seeing Taylor Swift on Monday, Bad Blood will have a new meaning."
6.20067692066828E+17,negative,"Bad Blood may have the absolute worst lyricism I've ever heard in my life (regarding Taylors parts) #UsedtobeMadLove #ReallyDeepCut"
6.20099074679702E+17,negative,"My parents are going to the Zac Brown Band concert tomorrow night and I'm so jealous."
6.20149443191534E+17,negative,"The growth of gerontocracy: George Osborne's assault on the young. @NickCohen4  http://t.co/722tfJelDt"
6.20152459676283E+17,negative,"The hidden Budget tax rises George Osborne didn't want you to know about http://t.co/aHTkG4iGUf"
6.20170215507292E+17,negative,"Robbed by George Osborne...while the royals play decoy | Kevin McKenna http://t.co/aDQnPJxNQi"
6.20201635013337E+17,negative,"Boko Haram on Saturday claimed responsibility for attacks in Chad's capital N'Djamena and the Nigerian city of... http://t.co/gwyUpVUYvH"
6.20208590951961E+17,negative,"GEJ needs a public apology from all those that called him the sponsor of Boko Haram.  Every Sunday and Friday is a feast day for Boko Haram."
6.202792951692E+17,negative,"I remember Chad calling Boko Haram ""school boys"" Vowing to end them in two weeks.. Now he knows what's up  https://t.co/hxSaqlcgoe"
6.20295060756787E+17,negative,"By Joe Hemba DAMATURU, Nigeria, July 10 (Reuters) - Boko Haram islamist militants attacked the northern Nigerian town of Buni Yadi in Yobe"
6.20331316597391E+17,negative,"@BBCNews You know Go Set a Watchman is not being released until tomorrow? Really did not appreciate the spoiler on your website."
6.20342289995559E+17,negative,"Just seen hat somebody tried to sell a baby today -- George Osborne will be charging VAT on them next - at least on the 3rd one"
6.20402199240151E+17,negative,"The Asian girls in the swim suit section for Miss USA are the ones with the worse bodies, c'mon now &gt;_&gt; #itsmissusa #cantyouworkoutmore"
6.20403152697754E+17,negative,"Go figure on Miss USA is talking about bi racial and 1st time immigrants sad how the owner missed up the girls this yr."
6.20412649214484E+17,negative,"It's Sunday, Miss USA is on and all y'all want to tweet about are dicks."
6.20419137018429E+17,negative,"Also just now starting Miss USA so nobody text me about top 5 who wins etc Bc I may kill u"
6.20423609870365E+17,negative,"@KySportsRadio Miss USA pageant questions were epically bad. I think you have your topic for the show tomorrow"
6.20426963472134E+17,negative,"What I'm getting from Miss USA is that you can not answer a question at all and still get 3rd"
6.20427207274422E+17,negative,"totally intended to boycott Miss USA show, but how in the world did Maryland come in 5th?! Three of those other girls gave terrible answers."
6.20437987193569E+17,negative,"Hahaha 2nd place in Miss USA was Miss Texas from @CityofMcAllen , wonder if the organization just placed her there just for being Mexican"
6.2044325945899E+17,negative,"Ugh, it's gonna be so embarrassing to have to go to work tomorrow, having not been being crowned Miss USA tonight."
6.20470107156824E+17,negative,"I madr noprogress my lfe is going downhill actually Kpop ruined the world everything will dje the sun will explodeand Bush will confirm 9/11"
6.20511335512609E+17,negative,"the Miss USA 1st runner up is a Latina woman who volunteers on the border of Mexico &amp; Texas because fuck Donald Trump all over his dumb self"
6.20548396529619E+17,negative,"Talk about post holiday blues.15 seconds of George Osborne's voice undoes all the good of a week in the sun. Personification of a wet Monday"
6.20592821767143E+17,negative,"Just gonna say it: The lyrics in ""Bad Blood"" sound like they were written by a 7th grader. ""Done"" doesn't have two syllables, Taylor."
